recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend,treatment,history_log
7,4) $350 - $500,447.32,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,6.103274222159987
2,2) $100 - $200,122.93,1,0,Surburban,1,Web,Mens E-Mail,1,0,0,1,4.811615087679249
2,5) $500 - $750,645.87,1,0,Rural,1,Web,Mens E-Mail,0,0,0,1,6.470598245141347
6,3) $200 - $350,243.07,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.493349467701171
1,5) $500 - $750,612.82,1,1,Surburban,1,Web,No E-Mail,0,0,0,0,6.418071254969522
10,3) $200 - $350,317.5,1,0,Urban,0,Multichannel,Mens E-Mail,0,0,0,1,5.760477818332746
8,1) $0 - $100,81.01,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.3945726038424
12,2) $100 - $200,140.03,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.941856685367686
3,3) $200 - $350,308.86,1,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,5.732888099794855
3,1) $0 - $100,50.98,0,1,Urban,1,Web,Mens E-Mail,1,0,0,1,3.9314333989479695
4,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
5,3) $200 - $350,205.6,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,5.32593253358101
5,1) $0 - $100,63.61,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.152770690690713
5,2) $100 - $200,186.98,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0,1,5.231001659263169
4,2) $100 - $200,183.55,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.212487109942844
1,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,0,0,1,3.4008639927609177
5,2) $100 - $200,115.11,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.74588819292697
10,4) $350 - $500,485.68,0,1,Urban,0,Multichannel,Mens E-Mail,1,0,0,1,6.185549970822179
2,1) $0 - $100,92.85,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.530985287798715
1,2) $100 - $200,161.81,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,5.086422807411717
10,4) $350 - $500,436.71,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.079269359244679
7,2) $100 - $200,105.3,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.6568134191399295
10,3) $200 - $350,243.92,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.496840302679999
5,2) $100 - $200,110.52,0,1,Surburban,0,Web,Mens E-Mail,1,0,0,1,4.705196500055216
3,2) $100 - $200,128.39,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.855072506602992
5,5) $500 - $750,732.97,1,1,Surburban,1,Web,No E-Mail,0,0,0,0,6.597104773354684
10,3) $200 - $350,202.57,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.311085505825715
5,2) $100 - $200,178.85,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,5.186547465705027
11,1) $0 - $100,50.02,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.912422925449473
7,1) $0 - $100,35.95,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.5821290841670557
10,1) $0 - $100,83.37,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.423288532422522
10,2) $100 - $200,131.65,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.8801468859423185
1,5) $500 - $750,673.23,1,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.512087024603595
10,3) $200 - $350,281.35,1,1,Urban,1,Web,No E-Mail,0,0,0,0,5.639599445879288
7,3) $200 - $350,252.76,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,5.532440421905254
4,5) $500 - $750,575.48,0,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0,1,6.355204475168832
5,1) $0 - $100,40.81,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,3.7089271494177143
1,4) $350 - $500,479.03,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.171763225929875
5,"7) $1,000 +",1174.64,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,7.068716996654683
7,1) $0 - $100,39.41,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.6740195912069122
11,3) $200 - $350,298.59,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.699071394926082
3,4) $350 - $500,351.59,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.8624657239958635
4,2) $100 - $200,181.26,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.199932464626635
7,4) $350 - $500,447.84,1,0,Urban,0,Phone,Mens E-Mail,0,0,0,1,6.104436025767144
2,4) $350 - $500,492.86,0,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,6.200225158054739
1,"7) $1,000 +",1367.01,1,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,7.220381151986147
9,2) $100 - $200,143.13,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.963753308196125
2,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
2,3) $200 - $350,294.94,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,5.6867719458227945
7,3) $200 - $350,200.53,0,1,Rural,0,Web,Mens E-Mail,1,1,159.46,1,5.300963861488942
8,3) $200 - $350,220.72,0,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.39689492990903
6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
3,2) $100 - $200,141.78,0,1,Rural,0,Web,No E-Mail,1,1,170.39,0,4.954276560426871
3,2) $100 - $200,185.61,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,5.223647698211007
6,2) $100 - $200,104.27,0,1,Rural,0,Web,Mens E-Mail,0,0,0,1,4.646983688801502
5,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
10,1) $0 - $100,61.54,0,1,Urban,1,Phone,Mens E-Mail,0,0,0,1,4.119687369893896
1,1) $0 - $100,82.46,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.412313327278754
2,"7) $1,000 +",1514.28,1,1,Surburban,1,Phone,No E-Mail,1,0,0,0,7.32269535745282
12,"6) $750 - $1,000",911.23,0,1,Rural,1,Web,Mens E-Mail,0,0,0,1,6.81479533520821
1,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
5,2) $100 - $200,131.66,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.88022284203973
11,4) $350 - $500,415.93,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,6.030516976871639
5,5) $500 - $750,606.1,1,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,6.40704498895724
7,1) $0 - $100,97.68,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.581696829802449
10,1) $0 - $100,91.54,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,4.516776035225496
1,"7) $1,000 +",1728.75,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,7.455153882978968
2,5) $500 - $750,600.39,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,6.3975794440576434
7,2) $100 - $200,124.76,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.826391891739602
1,2) $100 - $200,141.03,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,4.948972633704149
3,3) $200 - $350,220.45,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.395670911803947
4,2) $100 - $200,157.69,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.060631080417496
11,1) $0 - $100,58.76,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.073461351305676
6,3) $200 - $350,347.02,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,5.849382415173525
5,5) $500 - $750,557.27,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,6.3230498621558
4,"7) $1,000 +",1321.26,1,0,Surburban,1,Multichannel,Mens E-Mail,1,0,0,1,7.1863411057461555
1,2) $100 - $200,101.22,1,0,Urban,1,Web,No E-Mail,0,0,0,0,4.617296365785932
3,3) $200 - $350,329.62,0,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,5.797940475806034
10,5) $500 - $750,544.48,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.299831210752596
2,1) $0 - $100,69.92,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.24735173134728
12,3) $200 - $350,272.88,0,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,5.609032138110391
5,2) $100 - $200,181.89,0,1,Surburban,0,Web,No E-Mail,1,0,0,0,5.203402108751749
9,2) $100 - $200,142.07,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,4.956319893883986
2,"6) $750 - $1,000",890.27,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,6.79152478750509
3,3) $200 - $350,300.56,1,0,Surburban,0,Multichannel,No E-Mail,0,0,0,0,5.705647401265714
7,3) $200 - $350,305.82,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.722996693580005
10,2) $100 - $200,165.71,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.110239272641702
1,3) $200 - $350,313.51,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.747831257490882
5,2) $100 - $200,160.07,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.075611219558606
2,"6) $750 - $1,000",837.31,0,1,Surburban,1,Phone,No E-Mail,1,0,0,0,6.73019437228967
11,1) $0 - $100,59.57,0,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,4.087152091640596
9,3) $200 - $350,293.17,1,1,Surburban,0,Multichannel,Mens E-Mail,0,0,0,1,5.68075264554151
6,4) $350 - $500,362.66,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,5.893465756225879
9,2) $100 - $200,120.58,1,0,Urban,0,Web,Mens E-Mail,0,0,0,1,4.79231343306126
6,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
3,1) $0 - $100,33.85,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.521938999358284
10,1) $0 - $100,32.28,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.474447843401748
9,3) $200 - $350,326.04,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.787020073226257
1,3) $200 - $350,241.91,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0,1,5.4885657561579775
9,1) $0 - $100,86.02,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,4.45457982735559
3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
10,2) $100 - $200,185.89,1,0,Rural,0,Web,No E-Mail,0,0,0,0,5.225155100919053
9,4) $350 - $500,463.52,1,1,Urban,1,Multichannel,No E-Mail,0,0,0,0,6.13884953402104
11,1) $0 - $100,84.47,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,4.436396441739405
9,3) $200 - $350,211.32,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.353373572296115
1,2) $100 - $200,170.15,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,5.136680400946915
1,5) $500 - $750,701.96,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,6.553876422345406
2,2) $100 - $200,127.37,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,4.8470962366016686
5,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
8,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
4,2) $100 - $200,104.44,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.648612743830928
10,1) $0 - $100,30.85,1,0,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.4291367503513968
4,2) $100 - $200,116.88,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.761147767442444
11,5) $500 - $750,520.54,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,6.254866734285754
1,"6) $750 - $1,000",863.55,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,6.761051799789929
4,2) $100 - $200,163.43,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.096384764104966
2,1) $0 - $100,70.44,1,0,Rural,1,Web,No E-Mail,0,0,0,0,4.254761283628006
10,2) $100 - $200,169.92,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,5.135327738053574
5,2) $100 - $200,113.45,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,4.731362211225851
6,1) $0 - $100,65.9,1,0,Urban,0,Web,No E-Mail,0,0,0,0,4.188138441508461
1,2) $100 - $200,160.7,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,5.0795392727434665
2,"6) $750 - $1,000",878.75,1,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.778500443124875
10,1) $0 - $100,44.06,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,3.785552341374197
4,3) $200 - $350,217.41,1,1,Rural,1,Phone,Mens E-Mail,1,0,0,1,5.381784971789299
1,"6) $750 - $1,000",751.8,1,1,Rural,1,Multichannel,No E-Mail,0,0,0,0,6.622470331130078
9,4) $350 - $500,411.46,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,6.0197118100460845
3,3) $200 - $350,240.37,0,1,Urban,0,Web,No E-Mail,0,0,0,0,5.48217940286057
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
4,1) $0 - $100,78.09,1,0,Rural,1,Web,No E-Mail,0,0,0,0,4.3578620076745835
2,2) $100 - $200,115.75,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,4.751432692966343
9,2) $100 - $200,165.75,1,0,Surburban,1,Web,No E-Mail,0,0,0,0,5.110480629065972
11,1) $0 - $100,98.11,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.5860892981753
2,4) $350 - $500,382.9,0,1,Rural,0,Phone,Mens E-Mail,0,0,0,1,5.947773858483249
6,3) $200 - $350,209.88,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.346535938818511
11,1) $0 - $100,43.78,1,0,Urban,1,Phone,Mens E-Mail,0,0,0,1,3.779177092094717
2,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,0,1,3.4008639927609177
2,1) $0 - $100,63.71,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.154341536128396
2,2) $100 - $200,121.87,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0,1,4.802954902835411
12,2) $100 - $200,128.73,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.857717187671543
4,1) $0 - $100,46.1,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,3.8308129500026027
2,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
6,1) $0 - $100,52.04,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.9520126536443043
5,4) $350 - $500,480.68,1,0,Urban,0,Web,No E-Mail,1,0,0,0,6.175201768043099
10,3) $200 - $350,212.14,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.357246434077324
10,3) $200 - $350,238.7,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.4752075333447845
5,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
10,1) $0 - $100,29.99,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
1,3) $200 - $350,290.42,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,5.671328151102592
7,3) $200 - $350,209.13,1,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,5.342956068166417
8,5) $500 - $750,627.74,1,1,Urban,1,Web,No E-Mail,1,0,0,0,6.442126068002409
7,3) $200 - $350,271.59,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0,0,5.604293576155459
10,2) $100 - $200,122.79,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.810475579172421
2,1) $0 - $100,78.98,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,4.369194655858504
9,2) $100 - $200,129.22,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,4.86151637813002
10,2) $100 - $200,129.49,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.8636036580807485
6,1) $0 - $100,29.99,1,0,Rural,0,Web,No E-Mail,0,0,0,0,3.4008639927609177
2,5) $500 - $750,592.25,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,6.383928843038895
9,2) $100 - $200,148.96,0,1,Urban,1,Web,No E-Mail,0,0,0,0,5.003677813528757
1,4) $350 - $500,413.43,1,1,Urban,0,Web,No E-Mail,0,0,0,0,6.024488213555164
5,1) $0 - $100,34.8,1,0,Urban,1,Phone,No E-Mail,0,0,0,0,3.5496173867804286
10,3) $200 - $350,312.11,1,0,Urban,0,Web,No E-Mail,0,0,0,0,5.743355689775927
5,2) $100 - $200,153.75,1,0,Urban,0,Phone,Mens E-Mail,1,0,0,1,5.035327906686628
12,2) $100 - $200,125.11,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.829193350329309
4,1) $0 - $100,60.19,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,4.0975062255596795
12,2) $100 - $200,176.58,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.173774031473436
4,3) $200 - $350,220.9,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.397710110426072
9,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
7,3) $200 - $350,349.22,1,0,Urban,0,Multichannel,No E-Mail,0,0,0,0,5.855702096093982
1,4) $350 - $500,445.83,0,1,Surburban,0,Multichannel,Mens E-Mail,1,0,0,1,6.099937713438588
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
1,3) $200 - $350,300.82,1,0,Urban,1,Multichannel,No E-Mail,0,0,0,0,5.706512079227068
5,3) $200 - $350,337.18,1,0,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.820616912387655
6,3) $200 - $350,306.6,1,0,Urban,0,Phone,Mens E-Mail,1,0,0,1,5.725543966437714
6,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,3.4008639927609177
5,3) $200 - $350,349.59,1,1,Surburban,0,Phone,Mens E-Mail,1,1,120.14,1,5.856761039253281
6,2) $100 - $200,177.18,0,1,Surburban,0,Phone,No E-Mail,1,0,0,0,5.177166164983887
6,1) $0 - $100,92.6,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,4.528289141652134
1,4) $350 - $500,468.64,1,1,Urban,0,Multichannel,No E-Mail,1,0,0,0,6.149834883079423
7,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
9,1) $0 - $100,81.15,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,4.396299293960601
11,3) $200 - $350,273.75,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0,1,5.612215281130711
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
9,1) $0 - $100,70.73,1,0,Surburban,1,Phone,No E-Mail,0,0,0,0,4.258869811047899
5,3) $200 - $350,315.89,1,0,Rural,0,Web,No E-Mail,0,0,0,0,5.7553940517197795
1,2) $100 - $200,117.65,1,0,Urban,0,Web,Mens E-Mail,1,0,0,1,4.767714115173372
9,2) $100 - $200,143.84,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.96870157072331
8,3) $200 - $350,205.89,1,0,Urban,0,Multichannel,No E-Mail,1,0,0,0,5.327342045588653
1,3) $200 - $350,270.03,1,1,Urban,0,Web,Mens E-Mail,1,0,0,1,5.598533063937103
9,1) $0 - $100,53.75,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,3.984343667007772
3,3) $200 - $350,329.13,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.796452809497509
6,4) $350 - $500,430.65,1,1,Urban,0,Multichannel,Mens E-Mail,1,1,73.81,1,6.065295695235182
1,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,1,0,0,0,3.4008639927609177
1,3) $200 - $350,233.04,1,1,Surburban,0,Phone,Mens E-Mail,1,0,0,1,5.451210112651179
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
11,3) $200 - $350,205.69,1,0,Rural,0,Web,No E-Mail,0,0,0,0,5.326370180990072
10,3) $200 - $350,260.91,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,5.564175520269783
7,3) $200 - $350,275.39,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.618188274814676
10,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
10,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,3.4008639927609177
1,1) $0 - $100,44,1,0,Surburban,0,Web,No E-Mail,1,0,0,0,3.784189633918261
1,4) $350 - $500,371.81,1,1,Rural,1,Multichannel,No E-Mail,1,0,0,0,5.91838297110639
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
10,2) $100 - $200,178.41,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.184084272386612
6,2) $100 - $200,110.77,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.7074559795288415
9,2) $100 - $200,141.24,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.9504605710601854
1,4) $350 - $500,449.14,1,0,Rural,0,Phone,Mens E-Mail,0,0,0,1,6.107334643150395
10,4) $350 - $500,378.47,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,5.936136809498464
3,1) $0 - $100,82.61,0,1,Urban,0,Phone,Mens E-Mail,1,0,0,1,4.414130738574414
9,1) $0 - $100,32.66,0,1,Rural,0,Phone,No E-Mail,0,0,0,0,3.4861510875423187
1,1) $0 - $100,97.42,0,1,Urban,0,Web,No E-Mail,0,0,0,0,4.579031528378397
4,2) $100 - $200,161.32,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,5.083389970005167
6,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
10,1) $0 - $100,30.13,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,3.40552135314221
10,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
9,2) $100 - $200,173.32,1,0,Rural,0,Phone,No E-Mail,0,0,0,0,5.155139596871709
10,1) $0 - $100,59.62,0,1,Surburban,1,Web,No E-Mail,0,0,0,0,4.087991088249925
6,1) $0 - $100,29.99,0,1,Rural,1,Web,No E-Mail,0,0,0,0,3.4008639927609177
1,3) $200 - $350,235.14,1,0,Surburban,0,Web,No E-Mail,1,0,0,0,5.460181081439595
3,5) $500 - $750,543.89,1,1,Urban,1,Phone,No E-Mail,0,0,0,0,6.298747020527224
10,2) $100 - $200,108.84,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0,1,4.689878913915045
8,1) $0 - $100,59.74,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,4.090001812787964
10,1) $0 - $100,49.75,0,1,Surburban,1,Phone,No E-Mail,0,0,0,0,3.907010463604602
9,2) $100 - $200,168.61,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,5.127588355789889
6,4) $350 - $500,436.66,0,1,Rural,0,Multichannel,Mens E-Mail,1,0,0,1,6.07915486023497
6,2) $100 - $200,147.81,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,4.995927665223982
4,4) $350 - $500,455.55,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0,1,6.121505480159867
1,4) $350 - $500,490.36,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0,1,6.195139815226794
8,2) $100 - $200,140.42,1,0,Rural,1,Phone,Mens E-Mail,0,0,0,1,4.944637931589103
11,2) $100 - $200,134.13,1,0,Surburban,0,Web,No E-Mail,0,0,0,0,4.898809478913999
12,1) $0 - $100,53.75,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,3.984343667007772
1,2) $100 - $200,190.36,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.24891701625291
8,1) $0 - $100,45.26,1,0,Urban,1,Web,No E-Mail,0,0,0,0,3.8124236402053913
7,3) $200 - $350,269.28,1,1,Urban,0,Phone,No E-Mail,0,0,0,0,5.595751730442496
3,2) $100 - $200,102.51,1,0,Rural,1,Phone,No E-Mail,0,0,0,0,4.62996035479531
12,1) $0 - $100,63.45,1,0,Urban,1,Phone,Mens E-Mail,1,0,0,1,4.150252194160397
7,1) $0 - $100,44.8,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,3.8022081394209395
9,1) $0 - $100,35.76,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,3.576829950305313
10,2) $100 - $200,103.51,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,4.639668226395659
3,1) $0 - $100,39.27,0,1,Urban,0,Phone,Mens E-Mail,0,0,0,1,3.6704608685899185
4,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0,0,3.4008639927609177
2,5) $500 - $750,683.17,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0,0,6.526743730503218
1,2) $100 - $200,154.7,0,1,Urban,0,Web,Mens E-Mail,1,0,0,1,5.04148775757902
1,3) $200 - $350,240.49,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,5.482678508639762
10,2) $100 - $200,141.42,0,1,Rural,1,Phone,Mens E-Mail,0,0,0,1,4.951734186176095
12,2) $100 - $200,185,0,1,Rural,1,Phone,No E-Mail,0,0,0,0,5.220355825078324
6,1) $0 - $100,53.8,0,1,Surburban,0,Web,No E-Mail,0,0,0,0,3.9852734671677386
1,2) $100 - $200,196.23,0,1,Urban,1,Web,Mens E-Mail,0,0,0,1,5.279287440641231
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0,0,3.4008639927609177
11,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
2,2) $100 - $200,173.91,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0,1,5.158537924019751
4,3) $200 - $350,238.71,0,1,Rural,0,Web,No E-Mail,1,0,0,0,5.4752494260575535
6,1) $0 - $100,82.44,1,0,Urban,0,Phone,No E-Mail,0,0,0,0,4.412070756022258
5,3) $200 - $350,335.02,1,0,Surburban,0,Phone,No E-Mail,0,0,0,0,5.814190231535541
9,1) $0 - $100,65.83,1,0,Rural,0,Web,Mens E-Mail,0,0,0,1,4.187075661479786
7,2) $100 - $200,131.65,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0,1,4.8801468859423185
6,2) $100 - $200,111.74,0,1,Urban,1,Web,No E-Mail,0,0,0,0,4.716174744031003
6,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0,1,3.4008639927609177
3,3) $200 - $350,282.99,1,1,Surburban,0,Web,Mens E-Mail,0,0,0,1,5.645411561329872
